epoch,directional_error_deg,learning_rate,loss,mae,rmse,val_directional_error_deg,val_loss,val_mae,val_rmse
0,65.72080993652344,0.0010000000474974513,44.29896926879883,7.151730537414551,9.421698570251465,61.794334411621094,41.90010452270508,6.977076053619385,9.246152877807617
1,62.1372184753418,0.0010000000474974513,42.33369064331055,6.830629348754883,9.075032234191895,61.86117935180664,41.27870559692383,6.66459321975708,8.95362377166748
2,61.82305908203125,0.0010000000474974513,41.82268524169922,6.785750865936279,9.039092063903809,61.603126525878906,40.88685607910156,6.610725402832031,8.905613899230957
3,61.57748031616211,0.0010000000474974513,41.555416107177734,6.747835159301758,9.000120162963867,61.05842971801758,40.665584564208984,6.691086292266846,8.938279151916504
4,61.35917282104492,0.0010000000474974513,41.30438232421875,6.720099449157715,8.976249694824219,61.140621185302734,40.558841705322266,6.681250095367432,9.004881858825684
5,61.21652603149414,0.0010000000474974513,41.11360168457031,6.693498134613037,8.953850746154785,60.81401443481445,40.873634338378906,6.523670673370361,8.791391372680664
