epoch,learning_rate,loss,mae,mse,rmse,val_loss,val_mae,val_mse,val_rmse
0,0.0010000000474974513,70.0785140991211,6.012770652770996,69.37628173828125,8.329242706298828,67.8618392944336,5.9096198081970215,67.16394805908203,8.195361137390137
1,0.0010000000474974513,67.77447509765625,5.902996063232422,67.05758666992188,8.18886947631836,67.18097686767578,5.8519744873046875,66.44119262695312,8.15114688873291
2,0.0010000000474974513,67.1484603881836,5.860369682312012,66.38232421875,8.14753532409668,66.87013244628906,5.862229824066162,66.08039855957031,8.128985404968262
3,0.0010000000474974513,66.63758087158203,5.834036350250244,65.81932830810547,8.112911224365234,66.76608276367188,5.800066947937012,65.9253921508789,8.119444847106934
4,0.0010000000474974513,66.24858856201172,5.8074140548706055,65.38145446777344,8.085880279541016,66.69480895996094,5.791579246520996,65.80203247070312,8.111845016479492
5,0.0010000000474974513,66.08641052246094,5.793210029602051,65.16979217529297,8.07278060913086,66.61370849609375,5.781350612640381,65.67575073242188,8.104057312011719
6,0.0010000000474974513,65.78179931640625,5.773458957672119,64.81756591796875,8.050935745239258,66.43069458007812,5.789635181427002,65.4443588256836,8.089768409729004
7,0.0010000000474974513,65.49530029296875,5.753677845001221,64.48453521728516,8.030226707458496,66.2784194946289,5.7682085037231445,65.24872589111328,8.077668190002441
8,0.0010000000474974513,65.21207427978516,5.741600513458252,64.15742492675781,8.009833335876465,66.31489562988281,5.791390895843506,65.24077606201172,8.077176094055176
9,0.0010000000474974513,65.1551513671875,5.733211517333984,64.0570297241211,8.00356388092041,66.516357421875,5.7449517250061035,65.39656829833984,8.086814880371094
10,0.0010000000474974513,64.92543029785156,5.719220161437988,63.78322982788086,7.986440181732178,66.2879638671875,5.762298583984375,65.12579345703125,8.07005500793457
11,0.0010000000474974513,64.65399932861328,5.700934886932373,63.46810531616211,7.966687202453613,66.48036193847656,5.7512288093566895,65.27471923828125,8.079277038574219
12,0.0010000000474974513,64.41677856445312,5.687245845794678,63.186771392822266,7.949010848999023,66.34893035888672,5.744011878967285,65.0975570678711,8.068305969238281
13,0.0005000000237487257,63.70066833496094,5.648156642913818,62.45366668701172,7.902763366699219,66.19419860839844,5.739286422729492,64.95198822021484,8.059279441833496
14,0.0005000000237487257,63.34596252441406,5.626794815063477,62.102901458740234,7.880539417266846,66.02875518798828,5.712450981140137,64.78713989257812,8.04904556274414
15,0.0005000000237487257,63.1569709777832,5.615025043487549,61.91350555419922,7.868513584136963,66.11651611328125,5.731698513031006,64.8711929321289,8.054265975952148
16,0.0005000000237487257,63.0395393371582,5.614045143127441,61.7914924621582,7.8607563972473145,66.2584228515625,5.726851463317871,65.0080337524414,8.062755584716797
17,0.0005000000237487257,62.91804122924805,5.607414245605469,61.66291427612305,7.852573871612549,66.22090148925781,5.7267351150512695,64.962158203125,8.059910774230957
18,0.0005000000237487257,62.66158676147461,5.590846061706543,61.397098541259766,7.835629940032959,66.11805725097656,5.728417873382568,64.84888458251953,8.05288028717041
19,0.0005000000237487257,62.54220199584961,5.593058109283447,61.26679992675781,7.827311038970947,66.25902557373047,5.732667922973633,64.97900390625,8.060955047607422
20,0.0002500000118743628,62.02797317504883,5.563161849975586,60.74824523925781,7.794116020202637,66.09549713134766,5.723389148712158,64.81685638427734,8.050891876220703
21,0.0002500000118743628,61.7547721862793,5.552553653717041,60.476314544677734,7.776651859283447,66.23989868164062,5.726959228515625,64.96143341064453,8.059865951538086
22,0.0002500000118743628,61.478973388671875,5.534733772277832,60.20076370239258,7.758914947509766,66.44673919677734,5.739600658416748,65.16850280761719,8.072701454162598
23,0.0002500000118743628,61.44825744628906,5.53596305847168,60.169315338134766,7.756888389587402,66.41683959960938,5.729145050048828,65.13764190673828,8.070789337158203
24,0.0002500000118743628,61.319766998291016,5.526953220367432,60.039363861083984,7.748507022857666,66.46167755126953,5.725186824798584,65.1805419921875,8.073446273803711
25,0.0001250000059371814,61.066646575927734,5.518750190734863,59.78618621826172,7.732152938842773,66.42200469970703,5.732600688934326,65.14186096191406,8.071050643920898
26,0.0001250000059371814,60.98233413696289,5.516197681427002,59.70248794555664,7.726738452911377,66.35165405273438,5.719181060791016,65.0721435546875,8.066730499267578
27,0.0001250000059371814,60.965309143066406,5.51305627822876,59.685791015625,7.725657939910889,66.4541244506836,5.728455066680908,65.17484283447266,8.07309341430664
28,0.0001250000059371814,60.81366729736328,5.504626274108887,59.53447723388672,7.7158589363098145,66.52107238769531,5.723005294799805,65.24217224121094,8.077262878417969
29,0.0001250000059371814,60.650753021240234,5.495870113372803,59.371700286865234,7.705303192138672,66.60055541992188,5.731909275054932,65.32150268554688,8.082171440124512
